date,mode,ridership
2020-02-02,Bus,45909
2020-02-02,LRT,73369
2020-02-02,MRT,36992
2020-02-02,Monorail,9336
2020-02-02,KTM,38493
2020-02-03,Bus,106190
2020-02-03,LRT,175459
2020-02-03,MRT,82777
2020-02-03,Monorail,19571
2020-02-03,KTM,90764
2020-02-04,Bus,106065
2020-02-04,LRT,155363
2020-02-04,MRT,83233
2020-02-04,Monorail,20370
2020-02-04,KTM,75180
2020-02-05,Bus,105798
2020-02-05,LRT,152270
2020-02-05,MRT,80347
2020-02-05,Monorail,24920
2020-02-05,KTM,82465
2020-02-06,Bus,113290
2020-02-06,LRT,134414
2020-02-06,MRT,74791
2020-02-06,Monorail,22352
2020-02-06,KTM,64865
2020-02-07,Bus,110189
2020-02-07,LRT,151799
2020-02-07,MRT,71068
2020-02-07,Monorail,22997
2020-02-07,KTM,86064
2020-02-08,Bus,71471
2020-02-08,LRT,114935
2020-02-08,MRT,53604
2020-02-08,Monorail,12979
2020-02-08,KTM,53750
2020-02-09,Bus,62433
2020-02-09,LRT,80676
2020-02-09,MRT,57028
2020-02-09,Monorail,11518
2020-02-09,KTM,47992
2020-02-10,Bus,91942
2020-02-10,LRT,143468
2020-02-10,MRT,82751
2020-02-10,Monorail,19310
2020-02-10,KTM,78703
2020-02-11,Bus,98928
2020-02-11,LRT,151658
2020-02-11,MRT,80026
2020-02-11,Monorail,20893
2020-02-11,KTM,79704
2020-02-12,Bus,108072
2020-02-12,LRT,145887
2020-02-12,MRT,72188
2020-02-12,Monorail,20089
2020-02-12,KTM,71918
2020-02-13,Bus,89043
2020-02-13,LRT,153143
2020-02-13,MRT,76868
2020-02-13,Monorail,19368
2020-02-13,KTM,76467
2020-02-14,Bus,91369
2020-02-14,LRT,163353
2020-02-14,MRT,84953
2020-02-14,Monorail,19507
2020-02-14,KTM,79471
2020-02-15,Bus,58624
2020-02-15,LRT,98815
2020-02-15,MRT,60668
2020-02-15,Monorail,12932
2020-02-15,KTM,70609
2020-02-16,Bus,47715
2020-02-16,LRT,97782
2020-02-16,MRT,45007
2020-02-16,Monorail,12052
2020-02-16,KTM,47874
2020-02-17,Bus,96873
2020-02-17,LRT,136099
2020-02-17,MRT,58085
2020-02-17,Monorail,22069
2020-02-17,KTM,71217
2020-02-18,Bus,104384
2020-02-18,LRT,130793
2020-02-18,MRT,72480
2020-02-18,Monorail,16841
2020-02-18,KTM,68208
2020-02-19,Bus,95793
2020-02-19,LRT,131475
2020-02-19,MRT,73530
2020-02-19,Monorail,20360
2020-02-19,KTM,84461
2020-02-20,Bus,97876
2020-02-20,LRT,135386
2020-02-20,MRT,69861
2020-02-20,Monorail,22268
2020-02-20,KTM,73619
2020-02-21,Bus,104740
2020-02-21,LRT,147652
2020-02-21,MRT,73217
2020-02-21,Monorail,19112
2020-02-21,KTM,75279
2020-02-22,Bus,64319
2020-02-22,LRT,99388
2020-02-22,MRT,60934
2020-02-22,Monorail,12909
2020-02-22,KTM,51647
2020-02-23,Bus,59477
2020-02-23,LRT,80497
2020-02-23,MRT,46543
2020-02-23,Monorail,13739
2020-02-23,KTM,56085
2020-02-24,Bus,110681
2020-02-24,LRT,127591
2020-02-24,MRT,82676
2020-02-24,Monorail,17225
2020-02-24,KTM,73537
2020-02-25,Bus,89192
2020-02-25,LRT,125453
2020-02-25,MRT,63139
2020-02-25,Monorail,18991
2020-02-25,KTM,59636
2020-02-26,Bus,90331
2020-02-26,LRT,140704
2020-02-26,MRT,71916
2020-02-26,Monorail,16899
2020-02-26,KTM,78996
2020-02-27,Bus,87702
2020-02-27,LRT,134881
2020-02-27,MRT,58988
2020-02-27,Monorail,15170
2020-02-27,KTM,74067
2020-02-28,Bus,83158
2020-02-28,LRT,142682
2020-02-28,MRT,70128
2020-02-28,Monorail,18411
2020-02-28,KTM,65822
2020-02-29,Bus,64653
2020-02-29,LRT,86602
2020-02-29,MRT,44532
2020-02-29,Monorail,10927
2020-02-29,KTM,57029
2020-03-01,Bus,53038
2020-03-01,LRT,72410
2020-03-01,MRT,54339
2020-03-01,Monorail,11330
2020-03-01,KTM,53217
2020-03-02,Bus,95324
2020-03-02,LRT,141212
2020-03-02,MRT,74540
2020-03-02,Monorail,20376
2020-03-02,KTM,76378
2020-03-03,Bus,102834
2020-03-03,LRT,127757
2020-03-03,MRT,78740
2020-03-03,Monorail,21708
2020-03-03,KTM,71929
2020-03-04,Bus,79323
2020-03-04,LRT,123295
2020-03-04,MRT,67261
2020-03-04,Monorail,18165
2020-03-04,KTM,70956
2020-03-05,Bus,100877
2020-03-05,LRT,126791
2020-03-05,MRT,62314
2020-03-05,Monorail,19860
2020-03-05,KTM,70183
2020-03-06,Bus,79338
2020-03-06,LRT,134357
2020-03-06,MRT,61637
2020-03-06,Monorail,18540
2020-03-06,KTM,61779
2020-03-07,Bus,63778
2020-03-07,LRT,101569
2020-03-07,MRT,51889
2020-03-07,Monorail,11962
2020-03-07,KTM,43013
2020-03-08,Bus,48140
2020-03-08,LRT,93504
2020-03-08,MRT,56512
2020-03-08,Monorail,7122
2020-03-08,KTM,39885
2020-03-09,Bus,72745
2020-03-09,LRT,122869
2020-03-09,MRT,71533
2020-03-09,Monorail,20602
2020-03-09,KTM,65395
2020-03-10,Bus,92426
2020-03-10,LRT,118319
2020-03-10,MRT,65075
2020-03-10,Monorail,15273
2020-03-10,KTM,62585
2020-03-11,Bus,76679
2020-03-11,LRT,132172
2020-03-11,MRT,66061
2020-03-11,Monorail,19904
2020-03-11,KTM,65862
2020-03-12,Bus,72560
2020-03-12,LRT,127029
2020-03-12,MRT,66827
2020-03-12,Monorail,18142
2020-03-12,KTM,61983
2020-03-13,Bus,76770
2020-03-13,LRT,115996
2020-03-13,MRT,82132
2020-03-13,Monorail,15080
2020-03-13,KTM,61379
2020-03-14,Bus,61794
2020-03-14,LRT,107788
2020-03-14,MRT,57092
2020-03-14,Monorail,12756
2020-03-14,KTM,45110
2020-03-15,Bus,52322
2020-03-15,LRT,60757
2020-03-15,MRT,43202
2020-03-15,Monorail,14664
2020-03-15,KTM,34038
2020-03-16,Bus,79881
2020-03-16,LRT,133336
2020-03-16,MRT,67596
2020-03-16,Monorail,20011
2020-03-16,KTM,59722
2020-03-17,Bus,79324
2020-03-17,LRT,141240
2020-03-17,MRT,69330
2020-03-17,Monorail,16089
2020-03-17,KTM,50091
2020-03-18,Bus,10694
2020-03-18,LRT,13119
2020-03-18,MRT,8532
2020-03-18,Monorail,1893
2020-03-18,KTM,6910
2020-03-19,Bus,11507
2020-03-19,LRT,15183
2020-03-19,MRT,7733
2020-03-19,Monorail,2091
2020-03-19,KTM,7125
2020-03-20,Bus,9089
2020-03-20,LRT,15755
2020-03-20,MRT,7371
2020-03-20,Monorail,2038
2020-03-20,KTM,7373
2020-03-21,Bus,7019
2020-03-21,LRT,13686
2020-03-21,MRT,6837
2020-03-21,Monorail,1782
2020-03-21,KTM,5165
2020-03-22,Bus,7255
2020-03-22,LRT,9162
2020-03-22,MRT,5113
2020-03-22,Monorail,1471
2020-03-22,KTM,3681
2020-03-23,Bus,10879
2020-03-23,LRT,16736
2020-03-23,MRT,9118
2020-03-23,Monorail,1706
2020-03-23,KTM,9740
2020-03-24,Bus,11133
2020-03-24,LRT,15650
2020-03-24,MRT,9792
2020-03-24,Monorail,2218
2020-03-24,KTM,6970
2020-03-25,Bus,11149
2020-03-25,LRT,13402
2020-03-25,MRT,8792
2020-03-25,Monorail,2077
2020-03-25,KTM,8339
2020-03-26,Bus,10447
2020-03-26,LRT,14535
2020-03-26,MRT,8676
2020-03-26,Monorail,2136
2020-03-26,KTM,7510
2020-03-27,Bus,11418
2020-03-27,LRT,15002
2020-03-27,MRT,11318
2020-03-27,Monorail,2194
2020-03-27,KTM,8669
2020-03-28,Bus,8205
2020-03-28,LRT,9121
2020-03-28,MRT,6248
2020-03-28,Monorail,1825
2020-03-28,KTM,4733
2020-03-29,Bus,7115
2020-03-29,LRT,10053
2020-03-29,MRT,4236
2020-03-29,Monorail,1564
2020-03-29,KTM,5003
2020-03-30,Bus,10242
2020-03-30,LRT,16180
2020-03-30,MRT,8221
2020-03-30,Monorail,1986
2020-03-30,KTM,8113
2020-03-31,Bus,10824
2020-03-31,LRT,15274
2020-03-31,MRT,9936
2020-03-31,Monorail,2156
2020-03-31,KTM,9578
2020-04-01,Bus,11634
2020-04-01,LRT,14911
2020-04-01,MRT,7274
2020-04-01,Monorail,2052
2020-04-01,KTM,7936
2020-04-02,Bus,10177
2020-04-02,LRT,14558
2020-04-02,MRT,7804
2020-04-02,Monorail,1772
2020-04-02,KTM,8254
2020-04-03,Bus,11352
2020-04-03,LRT,15779
2020-04-03,MRT,9542
2020-04-03,Monorail,2148
2020-04-03,KTM,8036
2020-04-04,Bus,8297
2020-04-04,LRT,11113
2020-04-04,MRT,5913
2020-04-04,Monorail,2002
2020-04-04,KTM,6071
2020-04-05,Bus,6522
2020-04-05,LRT,11472
2020-04-05,MRT,5225
2020-04-05,Monorail,957
2020-04-05,KTM,5671
2020-04-06,Bus,10096
2020-04-06,LRT,15658
2020-04-06,MRT,9608
2020-04-06,Monorail,2192
2020-04-06,KTM,8801
2020-04-07,Bus,9262
2020-04-07,LRT,14351
2020-04-07,MRT,7996
2020-04-07,Monorail,2193
2020-04-07,KTM,8449
2020-04-08,Bus,9440
2020-04-08,LRT,15125
2020-04-08,MRT,7338
2020-04-08,Monorail,2281
2020-04-08,KTM,8634
2020-04-09,Bus,10499
2020-04-09,LRT,16302
2020-04-09,MRT,7443
2020-04-09,Monorail,1997
2020-04-09,KTM,8481
2020-04-10,Bus,9482
2020-04-10,LRT,17114
2020-04-10,MRT,9283
2020-04-10,Monorail,1897
2020-04-10,KTM,9555
2020-04-11,Bus,8852
2020-04-11,LRT,12008
2020-04-11,MRT,6560
2020-04-11,Monorail,1289
2020-04-11,KTM,5342
2020-04-12,Bus,8400
2020-04-12,LRT,12394
2020-04-12,MRT,4827
2020-04-12,Monorail,1704
2020-04-12,KTM,4175
2020-04-13,Bus,11665
2020-04-13,LRT,16054
2020-04-13,MRT,7779
2020-04-13,Monorail,2024
2020-04-13,KTM,7776
2020-04-14,Bus,11141
2020-04-14,LRT,17285
2020-04-14,MRT,8625
2020-04-14,Monorail,2145
2020-04-14,KTM,7282
2020-04-15,Bus,11186
2020-04-15,LRT,14775
2020-04-15,MRT,9930
2020-04-15,Monorail,2762
2020-04-15,KTM,6883
2020-04-16,Bus,10807
2020-04-16,LRT,16202
2020-04-16,MRT,8168
2020-04-16,Monorail,2106
2020-04-16,KTM,7966
2020-04-17,Bus,10594
2020-04-17,LRT,14478
2020-04-17,MRT,8358
2020-04-17,Monorail,2366
2020-04-17,KTM,8270
2020-04-18,Bus,8968
2020-04-18,LRT,11956
2020-04-18,MRT,5385
2020-04-18,Monorail,1900
2020-04-18,KTM,6295
2020-04-19,Bus,7393
2020-04-19,LRT,13374
2020-04-19,MRT,5260
2020-04-19,Monorail,1664
2020-04-19,KTM,5569
2020-04-20,Bus,11275
2020-04-20,LRT,17172
2020-04-20,MRT,9368
2020-04-20,Monorail,1997
2020-04-20,KTM,7710
2020-04-21,Bus,12662
2020-04-21,LRT,15322
2020-04-21,MRT,11030
2020-04-21,Monorail,2150
2020-04-21,KTM,9102
2020-04-22,Bus,10923
2020-04-22,LRT,17445
2020-04-22,MRT,9318
2020-04-22,Monorail,2395
2020-04-22,KTM,9240
2020-04-23,Bus,11510
2020-04-23,LRT,16137
2020-04-23,MRT,9099
2020-04-23,Monorail,2783
2020-04-23,KTM,9716
2020-04-24,Bus,13650
2020-04-24,LRT,15617
2020-04-24,MRT,9970
2020-04-24,Monorail,2161
2020-04-24,KTM,9329
2020-04-25,Bus,9568
2020-04-25,LRT,14148
2020-04-25,MRT,7269
2020-04-25,Monorail,1574
2020-04-25,KTM,5302
2020-04-26,Bus,8113
2020-04-26,LRT,11662
2020-04-26,MRT,5197
2020-04-26,Monorail,1558
2020-04-26,KTM,6100
2020-04-27,Bus,11754
2020-04-27,LRT,17731
2020-04-27,MRT,11380
2020-04-27,Monorail,2507
2020-04-27,KTM,9499
2020-04-28,Bus,12190
2020-04-28,LRT,16297
2020-04-28,MRT,9274
2020-04-28,Monorail,2529
2020-04-28,KTM,8489
2020-04-29,Bus,12047
2020-04-29,LRT,16747
2020-04-29,MRT,9543
2020-04-29,Monorail,2179
2020-04-29,KTM,9546
2020-04-30,Bus,11334
2020-04-30,LRT,18649
2020-04-30,MRT,9861
2020-04-30,Monorail,2260
2020-04-30,KTM,8999
2020-05-01,Bus,8938
2020-05-01,LRT,14121
2020-05-01,MRT,7900
2020-05-01,Monorail,1989
2020-05-01,KTM,6592
2020-05-02,Bus,6525
2020-05-02,LRT,7824
2020-05-02,MRT,6666
2020-05-02,Monorail,1649
2020-05-02,KTM,4410
2020-05-03,Bus,4924
2020-05-03,LRT,11362
2020-05-03,MRT,4322
2020-05-03,Monorail,1169
2020-05-03,KTM,4108
2020-05-04,Bus,12195
2020-05-04,LRT,17211
2020-05-04,MRT,10122
2020-05-04,Monorail,2392
2020-05-04,KTM,7136
2020-05-05,Bus,12668
2020-05-05,LRT,17515
2020-05-05,MRT,9582
2020-05-05,Monorail,2164
2020-05-05,KTM,8558
2020-05-06,Bus,12899
2020-05-06,LRT,17931
2020-05-06,MRT,10362
2020-05-06,Monorail,2847
2020-05-06,KTM,8813
2020-05-07,Bus,12234
2020-05-07,LRT,17553
2020-05-07,MRT,9290
2020-05-07,Monorail,2455
2020-05-07,KTM,8777
2020-05-08,Bus,11777
2020-05-08,LRT,18174
2020-05-08,MRT,9194
2020-05-08,Monorail,2678
2020-05-08,KTM,9068
2020-05-09,Bus,8606
2020-05-09,LRT,12359
2020-05-09,MRT,7543
2020-05-09,Monorail,1759
2020-05-09,KTM,6069
2020-05-10,Bus,8573
2020-05-10,LRT,9702
2020-05-10,MRT,6263
2020-05-10,Monorail,1533
2020-05-10,KTM,5083
2020-05-11,Bus,11297
2020-05-11,LRT,17055
2020-05-11,MRT,8846
2020-05-11,Monorail,2096
2020-05-11,KTM,8528
2020-05-12,Bus,11749
2020-05-12,LRT,19499
2020-05-12,MRT,10862
2020-05-12,Monorail,1951
2020-05-12,KTM,8602
2020-05-13,Bus,10622
2020-05-13,LRT,16634
2020-05-13,MRT,10327
2020-05-13,Monorail,2754
2020-05-13,KTM,7425
2020-05-14,Bus,11723
2020-05-14,LRT,16124
2020-05-14,MRT,9614
2020-05-14,Monorail,2486
2020-05-14,KTM,7725
2020-05-15,Bus,12601
2020-05-15,LRT,19596
2020-05-15,MRT,9279
2020-05-15,Monorail,2523
2020-05-15,KTM,10363
2020-05-16,Bus,9828
2020-05-16,LRT,12891
2020-05-16,MRT,7344
2020-05-16,Monorail,1495
2020-05-16,KTM,7821
2020-05-17,Bus,8081
2020-05-17,LRT,10592
2020-05-17,MRT,6659
2020-05-17,Monorail,1332
2020-05-17,KTM,6364
2020-05-18,Bus,11370
2020-05-18,LRT,17607
2020-05-18,MRT,8327
2020-05-18,Monorail,2744
2020-05-18,KTM,8641
2020-05-19,Bus,9816
2020-05-19,LRT,18036
2020-05-19,MRT,10162
2020-05-19,Monorail,2910
2020-05-19,KTM,8107
2020-05-20,Bus,12185
2020-05-20,LRT,16701
2020-05-20,MRT,10443
2020-05-20,Monorail,2364
2020-05-20,KTM,8970
2020-05-21,Bus,13719
2020-05-21,LRT,17573
2020-05-21,MRT,7711
2020-05-21,Monorail,2673
2020-05-21,KTM,9669
2020-05-22,Bus,11964
2020-05-22,LRT,17421
2020-05-22,MRT,10077
2020-05-22,Monorail,2567
2020-05-22,KTM,9637
2020-05-23,Bus,8714
2020-05-23,LRT,14191
2020-05-23,MRT,7782
2020-05-23,Monorail,1793
2020-05-23,KTM,6847
2020-05-24,Bus,8952
2020-05-24,LRT,12997
2020-05-24,MRT,6702
2020-05-24,Monorail,2006
2020-05-24,KTM,6479
2020-05-25,Bus,11253
2020-05-25,LRT,19815
2020-05-25,MRT,10712
2020-05-25,Monorail,2437
2020-05-25,KTM,10126
2020-05-26,Bus,11887
2020-05-26,LRT,19220
2020-05-26,MRT,9701
2020-05-26,Monorail,2840
2020-05-26,KTM,9683
2020-05-27,Bus,12071
2020-05-27,LRT,19389
2020-05-27,MRT,9073
2020-05-27,Monorail,2645
2020-05-27,KTM,10868
2020-05-28,Bus,12433
2020-05-28,LRT,17821
2020-05-28,MRT,8401
2020-05-28,Monorail,2559
2020-05-28,KTM,7431
2020-05-29,Bus,12979
2020-05-29,LRT,17648
2020-05-29,MRT,11082
2020-05-29,Monorail,2890
2020-05-29,KTM,8679
2020-05-30,Bus,8993
2020-05-30,LRT,13533
2020-05-30,MRT,7921
2020-05-30,Monorail,1922
2020-05-30,KTM,6627
2020-05-31,Bus,9203
2020-05-31,LRT,11699
2020-05-31,MRT,7354
2020-05-31,Monorail,1578
2020-05-31,KTM,6240
2020-06-01,Bus,38896
2020-06-01,LRT,58966
2020-06-01,MRT,29966
2020-06-01,Monorail,9198
2020-06-01,KTM,27976
2020-06-02,Bus,43014
2020-06-02,LRT,60880
2020-06-02,MRT,34491
2020-06-02,Monorail,9122
2020-06-02,KTM,27985
2020-06-03,Bus,44389
2020-06-03,LRT,56830
2020-06-03,MRT,27866
2020-06-03,Monorail,9107
2020-06-03,KTM,35872
2020-06-04,Bus,39020
2020-06-04,LRT,61358
2020-06-04,MRT,29786
2020-06-04,Monorail,5356
2020-06-04,KTM,29482
2020-06-05,Bus,37557
2020-06-05,LRT,60741
2020-06-05,MRT,32759
2020-06-05,Monorail,8583
2020-06-05,KTM,27287
2020-06-06,Bus,31726
2020-06-06,LRT,44918
2020-06-06,MRT,25308
2020-06-06,Monorail,6117
2020-06-06,KTM,24935
2020-06-07,Bus,25048
2020-06-07,LRT,37472
2020-06-07,MRT,25062
2020-06-07,Monorail,5118
2020-06-07,KTM,19489
2020-06-08,Bus,44685
2020-06-08,LRT,56867
2020-06-08,MRT,31931
2020-06-08,Monorail,8769
2020-06-08,KTM,31475
2020-06-09,Bus,40934
2020-06-09,LRT,54618
2020-06-09,MRT,30190
2020-06-09,Monorail,8530
2020-06-09,KTM,30225
2020-06-10,Bus,43538
2020-06-10,LRT,54763
2020-06-10,MRT,30118
2020-06-10,Monorail,8859
2020-06-10,KTM,27648
2020-06-11,Bus,40006
2020-06-11,LRT,60229
2020-06-11,MRT,30862
2020-06-11,Monorail,8178
2020-06-11,KTM,29194
2020-06-12,Bus,40923
2020-06-12,LRT,62214
2020-06-12,MRT,39396
2020-06-12,Monorail,9506
2020-06-12,KTM,27095
2020-06-13,Bus,33198
2020-06-13,LRT,38473
2020-06-13,MRT,25972
2020-06-13,Monorail,6637
2020-06-13,KTM,22486
2020-06-14,Bus,22468
2020-06-14,LRT,34356
2020-06-14,MRT,23752
2020-06-14,Monorail,5632
2020-06-14,KTM,20151
2020-06-15,Bus,40492
2020-06-15,LRT,61201
2020-06-15,MRT,32475
2020-06-15,Monorail,8821
2020-06-15,KTM,33172
2020-06-16,Bus,42093
2020-06-16,LRT,59226
2020-06-16,MRT,33241
2020-06-16,Monorail,9332
2020-06-16,KTM,30778
2020-06-17,Bus,45399
2020-06-17,LRT,62008
2020-06-17,MRT,35355
2020-06-17,Monorail,9251
2020-06-17,KTM,34373
2020-06-18,Bus,37096
2020-06-18,LRT,56443
2020-06-18,MRT,31927
2020-06-18,Monorail,8430
2020-06-18,KTM,29644
2020-06-19,Bus,42059
2020-06-19,LRT,58122
2020-06-19,MRT,32627
2020-06-19,Monorail,9266
2020-06-19,KTM,34007
2020-06-20,Bus,27892
2020-06-20,LRT,47144
2020-06-20,MRT,22194
2020-06-20,Monorail,6286
2020-06-20,KTM,25411
2020-06-21,Bus,29121
2020-06-21,LRT,36887
2020-06-21,MRT,19546
2020-06-21,Monorail,6734
2020-06-21,KTM,16201
2020-06-22,Bus,36591
2020-06-22,LRT,57792
2020-06-22,MRT,33841
2020-06-22,Monorail,9403
2020-06-22,KTM,31684
2020-06-23,Bus,38931
2020-06-23,LRT,59680
2020-06-23,MRT,31385
2020-06-23,Monorail,8145
2020-06-23,KTM,32323
2020-06-24,Bus,38121
2020-06-24,LRT,62898
2020-06-24,MRT,34680
2020-06-24,Monorail,10355
2020-06-24,KTM,31908
2020-06-25,Bus,37831
2020-06-25,LRT,58779
2020-06-25,MRT,34750
2020-06-25,Monorail,7089
2020-06-25,KTM,29547
2020-06-26,Bus,43479
2020-06-26,LRT,57259
2020-06-26,MRT,33476
2020-06-26,Monorail,9138
2020-06-26,KTM,32205
2020-06-27,Bus,28468
2020-06-27,LRT,38874
2020-06-27,MRT,22126
2020-06-27,Monorail,5737
2020-06-27,KTM,25115
2020-06-28,Bus,25420
2020-06-28,LRT,38799
2020-06-28,MRT,21475
2020-06-28,Monorail,6791
2020-06-28,KTM,17299
2020-06-29,Bus,40580
2020-06-29,LRT,56799
2020-06-29,MRT,32751
2020-06-29,Monorail,8910
2020-06-29,KTM,29828
2020-06-30,Bus,41853
2020-06-30,LRT,60034
2020-06-30,MRT,34428
2020-06-30,Monorail,8153
2020-06-30,KTM,32325
2020-07-01,Bus,40507
2020-07-01,LRT,67036
2020-07-01,MRT,37652
2020-07-01,Monorail,8586
2020-07-01,KTM,33913
2020-07-02,Bus,45208
2020-07-02,LRT,54341
2020-07-02,MRT,30891
2020-07-02,Monorail,8274
2020-07-02,KTM,37272
2020-07-03,Bus,44554
2020-07-03,LRT,61869
2020-07-03,MRT,40925
2020-07-03,Monorail,8595
2020-07-03,KTM,32476
2020-07-04,Bus,33807
2020-07-04,LRT,56096
2020-07-04,MRT,24759
2020-07-04,Monorail,6121
2020-07-04,KTM,20332
2020-07-05,Bus,29633
2020-07-05,LRT,41093
2020-07-05,MRT,22744
2020-07-05,Monorail,4936
2020-07-05,KTM,23782
2020-07-06,Bus,45188
2020-07-06,LRT,62640
2020-07-06,MRT,32638
2020-07-06,Monorail,9078
2020-07-06,KTM,32941
2020-07-07,Bus,49488
2020-07-07,LRT,61710
2020-07-07,MRT,38220
2020-07-07,Monorail,9186
2020-07-07,KTM,25488
2020-07-08,Bus,44917
2020-07-08,LRT,64226
2020-07-08,MRT,34607
2020-07-08,Monorail,8176
2020-07-08,KTM,28426
2020-07-09,Bus,42930
2020-07-09,LRT,70936
2020-07-09,MRT,33900
2020-07-09,Monorail,7704
2020-07-09,KTM,31460
2020-07-10,Bus,44250
2020-07-10,LRT,64765
2020-07-10,MRT,33445
2020-07-10,Monorail,9182
2020-07-10,KTM,35245
2020-07-11,Bus,31154
2020-07-11,LRT,45446
2020-07-11,MRT,24557
2020-07-11,Monorail,6853
2020-07-11,KTM,17161
2020-07-12,Bus,25377
2020-07-12,LRT,35820
2020-07-12,MRT,23080
2020-07-12,Monorail,6114
2020-07-12,KTM,19331
2020-07-13,Bus,40624
2020-07-13,LRT,64172
2020-07-13,MRT,35839
2020-07-13,Monorail,9416
2020-07-13,KTM,34060
2020-07-14,Bus,43159
2020-07-14,LRT,59174
2020-07-14,MRT,35293
2020-07-14,Monorail,10191
2020-07-14,KTM,24852
2020-07-15,Bus,45239
2020-07-15,LRT,61095
2020-07-15,MRT,33413
2020-07-15,Monorail,9783
2020-07-15,KTM,32832
2020-07-16,Bus,45267
2020-07-16,LRT,58480
2020-07-16,MRT,33318
2020-07-16,Monorail,11049
2020-07-16,KTM,34940
2020-07-17,Bus,42904
2020-07-17,LRT,66262
2020-07-17,MRT,34287
2020-07-17,Monorail,11379
2020-07-17,KTM,31003
2020-07-18,Bus,35484
2020-07-18,LRT,44623
2020-07-18,MRT,27041
2020-07-18,Monorail,5249
2020-07-18,KTM,21953
2020-07-19,Bus,31402
2020-07-19,LRT,40951
2020-07-19,MRT,24103
2020-07-19,Monorail,4025
2020-07-19,KTM,19683
2020-07-20,Bus,45480
2020-07-20,LRT,56471
2020-07-20,MRT,38161
2020-07-20,Monorail,9131
2020-07-20,KTM,27890
2020-07-21,Bus,45671
2020-07-21,LRT,65201
2020-07-21,MRT,35912
2020-07-21,Monorail,9529
2020-07-21,KTM,32460
2020-07-22,Bus,45005
2020-07-22,LRT,60074
2020-07-22,MRT,37104
2020-07-22,Monorail,9117
2020-07-22,KTM,33718
2020-07-23,Bus,45369
2020-07-23,LRT,61585
2020-07-23,MRT,35572
2020-07-23,Monorail,9713
2020-07-23,KTM,29818
2020-07-24,Bus,41972
2020-07-24,LRT,72512
2020-07-24,MRT,31069
2020-07-24,Monorail,9010
2020-07-24,KTM,36119
2020-07-25,Bus,31479
2020-07-25,LRT,49843
2020-07-25,MRT,25441
2020-07-25,Monorail,6131
2020-07-25,KTM,23696
2020-07-26,Bus,28830
2020-07-26,LRT,39096
2020-07-26,MRT,21402
2020-07-26,Monorail,5331
2020-07-26,KTM,21284
2020-07-27,Bus,46082
2020-07-27,LRT,78596
2020-07-27,MRT,33332
2020-07-27,Monorail,9118
2020-07-27,KTM,32977
2020-07-28,Bus,46574
2020-07-28,LRT,59276
2020-07-28,MRT,34776
2020-07-28,Monorail,9910
2020-07-28,KTM,36916
2020-07-29,Bus,44310
2020-07-29,LRT,66741
2020-07-29,MRT,36891
2020-07-29,Monorail,8943
2020-07-29,KTM,36997
2020-07-30,Bus,47722
2020-07-30,LRT,60473
2020-07-30,MRT,33277
2020-07-30,Monorail,9108
2020-07-30,KTM,33073
2020-07-31,Bus,51801
2020-07-31,LRT,65386
2020-07-31,MRT,34578
2020-07-31,Monorail,9763
2020-07-31,KTM,34911
2020-08-01,Bus,32664
2020-08-01,LRT,43880
2020-08-01,MRT,31137
2020-08-01,Monorail,6643
2020-08-01,KTM,25806
2020-08-02,Bus,29008
2020-08-02,LRT,41494
2020-08-02,MRT,18325
2020-08-02,Monorail,6686
2020-08-02,KTM,20805
2020-08-03,Bus,39620
2020-08-03,LRT,65690
2020-08-03,MRT,36612
2020-08-03,Monorail,8787
2020-08-03,KTM,36304
2020-08-04,Bus,45893
2020-08-04,LRT,66024
2020-08-04,MRT,33829
2020-08-04,Monorail,8645
2020-08-04,KTM,32517
2020-08-05,Bus,44514
2020-08-05,LRT,70466
2020-08-05,MRT,35109
2020-08-05,Monorail,9732
2020-08-05,KTM,33270
2020-08-06,Bus,43336
2020-08-06,LRT,67936
2020-08-06,MRT,36793
2020-08-06,Monorail,9825
2020-08-06,KTM,31780
2020-08-07,Bus,50825
2020-08-07,LRT,68182
2020-08-07,MRT,34572
2020-08-07,Monorail,8903
2020-08-07,KTM,34968
2020-08-08,Bus,38893
2020-08-08,LRT,51587
2020-08-08,MRT,28681
2020-08-08,Monorail,7881
2020-08-08,KTM,24942
2020-08-09,Bus,28635
2020-08-09,LRT,40810
2020-08-09,MRT,27235
2020-08-09,Monorail,7368
2020-08-09,KTM,21260
2020-08-10,Bus,44562
2020-08-10,LRT,64941
2020-08-10,MRT,40115
2020-08-10,Monorail,9136
2020-08-10,KTM,37800
2020-08-11,Bus,47893
2020-08-11,LRT,69199
2020-08-11,MRT,40722
2020-08-11,Monorail,10723
2020-08-11,KTM,38304
2020-08-12,Bus,51171
2020-08-12,LRT,71554
2020-08-12,MRT,33808
2020-08-12,Monorail,7875
2020-08-12,KTM,33673
2020-08-13,Bus,46233
2020-08-13,LRT,74672
2020-08-13,MRT,37188
2020-08-13,Monorail,10457
2020-08-13,KTM,32612
2020-08-14,Bus,50536
2020-08-14,LRT,68200
2020-08-14,MRT,39330
2020-08-14,Monorail,9043
2020-08-14,KTM,38630
2020-08-15,Bus,37910
2020-08-15,LRT,48601
2020-08-15,MRT,29927
2020-08-15,Monorail,7706
2020-08-15,KTM,27206
2020-08-16,Bus,29302
2020-08-16,LRT,39671
2020-08-16,MRT,28734
2020-08-16,Monorail,5313
2020-08-16,KTM,24102
