date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_lrt_kj,rail_monorail,rail_mrt_kajang,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter,rail_komuter_utara,rail_tebrau
2020-08-16,13613,2279,13410,13606,26065,5313,28734,0,891,1433,18036,3085,657
2020-08-17,24918,2217,18628,20770,48374,9687,41308,0,3184,879,27936,3662,556
2020-08-18,26775,2837,17161,22304,46217,9157,40884,0,2410,902,26082,3833,492
2020-08-19,26627,2842,18608,25163,46396,9618,46011,0,891,1366,26955,4057,1198
2020-08-20,29484,2973,19807,23855,47138,11153,38713,0,3157,862,29312,3033,0
2020-08-21,28341,2896,20231,22400,49553,9736,37670,0,2313,1228,26995,3347,0
2020-08-22,16351,1489,14257,17213,32297,8646,28299,0,1464,30,21070,2720,18
2020-08-23,18410,941,10977,12195,26842,5825,21313,0,1128,0,17421,3412,0
2020-08-24,26790,3209,17399,21601,49413,10982,38942,0,2550,1020,25881,2965,369
2020-08-25,30738,2835,18487,23644,37094,8692,33805,0,1874,840,31586,4588,320
2020-08-26,26799,3373,19980,24580,45890,9704,37365,0,2038,546,29477,3551,1118
2020-08-27,26838,2719,18370,20893,44022,9540,38648,0,2055,1026,28980,3649,574
2020-08-28,29370,1972,18434,21413,52576,11097,41824,0,2194,1072,29511,4371,511
2020-08-29,21972,2518,12933,19632,33232,7321,31413,0,1427,332,16666,3805,253
2020-08-30,18518,1507,10666,13988,28028,4652,21518,0,1897,335,16603,2530,0
2020-08-31,24866,2955,17727,25364,48379,9048,45340,0,2497,1082,25295,4363,1081
2020-09-01,29895,2443,18347,22973,47026,9395,40230,0,2590,459,29137,3221,1253
2020-09-02,26651,3716,20485,23085,47820,10858,40580,0,2706,675,29621,3452,12
2020-09-03,29379,2328,17925,22220,49717,10784,35262,0,2350,1261,29292,2991,1466
2020-09-04,25953,2632,18351,24331,47956,9986,38246,0,1879,977,31540,3475,292
2020-09-05,21822,2093,12041,18675,34153,6959,31947,0,2660,469,17805,3042,73
2020-09-06,16326,1151,12333,12467,27174,6887,25428,0,1972,153,16404,2468,639
2020-09-07,26432,3019,20210,22334,45640,9436,40614,0,3245,476,30112,4777,928
2020-09-08,30689,3733,20591,24477,50106,10634,41046,0,2954,930,29856,4972,605
2020-09-09,29758,2577,18744,22799,51095,10592,36276,0,2192,2039,26587,3731,465
2020-09-10,28023,3073,19275,22246,44972,10135,40276,0,1229,1292,31947,3430,1246
2020-09-11,32424,1340,18349,24780,52936,10655,44738,0,1808,320,32741,4486,326
2020-09-12,20269,2042,14087,18499,38970,7551,32485,0,2086,1087,22173,3481,430
2020-09-13,18358,1608,11968,13647,34761,6819,24943,0,1466,236,15177,2633,1271
2020-09-14,30129,2426,18749,23611,51607,9438,45450,0,2239,1008,30013,4252,0
2020-09-15,28326,3483,18895,21312,52926,10905,37333,0,1179,711,30458,4171,416
2020-09-16,30681,2711,19352,21880,58594,11232,38257,0,2458,2053,29231,3303,1178
2020-09-17,28635,2799,18403,23616,49775,10732,46588,0,1915,435,32710,3180,925
2020-09-18,28955,2695,18512,23513,47213,10963,42940,0,2104,1180,29689,3854,1114
2020-09-19,24380,1035,15856,15331,31268,7507,28932,0,2222,384,26038,2688,0
2020-09-20,16383,1182,15325,13426,38043,7210,25532,0,1014,1014,20291,2576,573
2020-09-21,24947,3454,17359,21855,57654,10635,39186,0,2013,1177,30712,3834,513
2020-09-22,33467,1762,17328,24420,48095,9759,42426,0,2593,1672,32138,2947,1827
2020-09-23,35505,2512,17771,20467,48917,11241,42288,0,2950,1399,33492,2722,1078
2020-09-24,29364,2721,18946,22100,50479,9446,41864,0,2302,677,32226,4355,653
2020-09-25,26213,3913,20314,20745,56154,10890,38528,0,3267,2531,30237,3566,812
2020-09-26,21199,2553,14586,17885,32726,7422,31004,0,1158,1032,20543,2713,508
2020-09-27,18257,1528,12139,11857,25171,6319,24554,0,820,362,16564,2138,773
2020-09-28,30087,3690,19956,24037,59889,10879,39314,0,1741,1148,25454,3449,231
2020-09-29,28215,2566,18379,26749,53344,10250,45958,0,1689,1368,31038,3443,1372
2020-09-30,31841,3540,19017,26859,53972,11180,48678,0,2715,1351,29922,4569,0
2020-10-01,32114,2268,19560,21414,52268,10980,48556,0,2073,1315,30425,3902,787
2020-10-02,27943,3620,17529,24948,54798,10505,44896,0,1857,1558,33370,4409,260
2020-10-03,23899,1959,12626,16013,32900,8902,30263,0,2057,1212,22279,3359,515
2020-10-04,23672,1316,10739,13259,30068,6979,26581,0,2030,227,23429,2701,932
2020-10-05,31657,2927,20780,24435,53868,11505,44481,0,3137,2151,30206,4533,0
2020-10-06,30659,3208,20137,26709,45458,12113,42179,0,3053,2082,29439,4093,602
2020-10-07,31142,2788,20668,25727,52650,12126,47335,0,2139,1486,28907,4872,0
2020-10-08,32806,3375,17462,23611,52553,11544,37684,0,2758,1097,33157,4573,549
2020-10-09,27950,2753,17980,26016,52899,10916,42843,0,2877,1108,34134,4658,0
2020-10-10,23140,2563,15277,14225,36981,6980,33868,0,1649,613,21628,2433,584
2020-10-11,18854,2160,8739,14235,30051,7092,24765,0,1718,573,17506,2712,214
2020-10-12,35690,3063,21714,23663,47822,12029,43311,0,1998,0,35156,3096,1082
2020-10-13,31516,2860,17717,25213,55012,11507,45839,0,2325,1875,28945,4950,1331
2020-10-14,35462,3195,21303,24808,53543,8719,48630,0,2844,1696,34209,3806,708
2020-10-15,29714,3423,19052,24968,49811,11942,40560,0,3433,235,30950,3895,1162
2020-10-16,33343,4266,21671,24973,55104,12015,40449,0,3256,1554,33068,3402,1415
2020-10-17,23844,2776,18893,18269,38548,7950,29313,0,2263,788,25533,2997,36
2020-10-18,18177,2487,9617,16630,32532,7787,23206,0,1701,582,21083,2452,1176
2020-10-19,32712,4856,21347,25690,47528,11871,40482,0,2646,1358,31839,5250,692
2020-10-20,34964,3442,18074,25034,57857,10925,42025,0,1949,214,35484,4711,210
2020-10-21,31814,3432,21089,26230,51111,12402,48546,0,2269,1105,33228,3938,867
2020-10-22,29018,3561,20298,26993,55900,10549,44161,0,2292,1154,40463,3292,679
2020-10-23,32615,2621,20794,24770,52905,11473,45268,0,3005,1157,29179,2950,0
2020-10-24,21670,2049,13674,18443,38883,8195,29829,0,2441,104,20028,2484,0
2020-10-25,19623,1701,13884,17925,38906,6563,29988,0,2067,925,22517,1890,1287
2020-10-26,32719,3561,18851,24054,58124,11825,50960,0,3337,1668,32948,4482,866
2020-10-27,29387,3114,22471,28923,60410,12599,43038,0,2774,1336,34767,4211,1485
2020-10-28,29657,3295,20331,23790,57677,12581,50744,0,2240,1012,30860,4314,513
2020-10-29,34145,3827,19064,25496,58052,12222,46902,0,2725,2512,33372,3774,317
2020-10-30,32116,3711,23094,24561,50372,10457,46004,0,2385,661,34305,4412,0
2020-10-31,18585,2245,15052,22478,39834,7465,34333,0,2328,1216,22917,2312,1023
2020-11-01,22499,1660,15700,15572,34828,7477,29983,0,1547,838,21418,2665,669
2020-11-02,34284,3910,22912,25695,62014,11864,52043,0,2748,2185,30969,4863,532
2020-11-03,32296,3719,20286,25976,55945,11550,48272,0,3161,1354,34757,4193,336
2020-11-04,31113,2411,21285,26813,58857,13361,48449,0,2432,1467,37057,4665,1323
2020-11-05,35720,3134,21612,26179,58861,12057,45768,0,3314,1420,31483,3296,655
2020-11-06,34783,3407,23530,26569,62353,12411,49550,0,2135,621,31441,3261,663
2020-11-07,29583,2824,16103,13502,41525,9400,31223,0,2198,394,27180,3387,232
2020-11-08,22099,2569,13634,16787,39235,7523,29672,0,1715,584,18522,3360,257
2020-11-09,35120,3497,21402,27020,52512,14019,55848,0,3272,1664,36209,4332,1036
2020-11-10,34042,3672,21654,28775,52986,11433,40306,0,2150,1295,34640,5701,29
2020-11-11,36195,3393,23507,29291,50731,11711,48383,0,2077,1073,33729,3667,799
2020-11-12,35880,2993,21836,26885,61902,11492,48616,0,3254,1886,37790,4114,1250
2020-11-13,37284,3230,21362,28613,61648,13380,47284,0,2676,168,36743,4593,718
2020-11-14,23919,2446,15049,17859,45974,9416,34015,0,2030,190,25699,3522,1091
2020-11-15,20680,2083,12904,18258,34476,7213,30144,0,1454,0,17137,2479,1162
2020-11-16,33912,2357,20193,26526,57658,11675,47581,0,3367,1813,36553,3943,1231
2020-11-17,36669,3189,21114,25584,59399,13373,49082,0,3060,1147,32882,4912,494
2020-11-18,38245,3448,24155,27306,65171,12646,47143,0,3037,1695,34763,4646,753
2020-11-19,34222,3270,21949,29998,66222,13455,54564,0,2321,1147,35336,4386,951
2020-11-20,34384,3298,23215,28053,63144,12397,48076,0,3186,1731,39412,4878,534
2020-11-21,26124,2749,12793,22508,44711,9360,36888,0,1605,805,25027,3238,301
2020-11-22,21467,1544,14639,16058,42369,7976,28472,0,1487,962,19067,2783,194
2020-11-23,37549,2561,22238,29700,59840,12075,51898,0,2251,1350,38783,4529,2086
2020-11-24,30909,3278,21871,26962,59511,12463,51444,0,2878,1392,37306,4173,644
2020-11-25,33995,3902,22807,28485,60608,11724,50658,0,3512,2086,37477,4127,1333
2020-11-26,34180,4421,21968,28543,57714,13001,46580,0,3090,391,39099,4365,341
2020-11-27,31041,3930,19866,29351,60758,13231,47507,0,2755,1193,39687,4695,1662
2020-11-28,23902,1713,17598,20812,40300,9878,40774,0,2208,988,24144,2310,376
2020-11-29,20460,2051,14459,16388,41937,8388,28750,0,1911,790,19534,3453,519
2020-11-30,35772,3666,22443,29932,63816,12670,51943,0,3039,1033,38109,4724,0
2020-12-01,38724,3641,21699,31490,67323,13983,47598,0,3112,969,35971,4131,1372
2020-12-02,35965,3850,21090,27736,56500,13527,53406,0,2495,2032,36256,5672,1486
2020-12-03,34409,3054,23397,25742,69341,13928,48610,0,3091,1214,34348,4787,195
2020-12-04,36549,3606,25300,29675,57027,14008,47936,0,2144,2504,38040,4014,1408
2020-12-05,28674,2810,16988,20278,40939,9243,34554,0,2493,1176,27419,4343,0
2020-12-06,20802,2682,12598,17763,36830,8347,30009,0,1331,633,22612,3748,826
2020-12-07,35041,3153,23638,29994,67858,13607,52307,0,3672,1547,34167,4294,664
2020-12-08,38224,3417,23329,28395,64135,12216,51465,0,1821,1322,39741,4641,1500
2020-12-09,36681,2122,24607,28781,62614,12266,48213,0,3943,1958,37827,4576,944
2020-12-10,38603,3283,24327,29135,60808,12172,51448,0,2251,674,39742,3773,1296
2020-12-11,37310,3346,19620,31806,58878,13089,48339,0,2484,352,33046,5047,1455
2020-12-12,28428,2061,17747,21256,50136,9259,39164,0,2391,1107,27176,3992,443
2020-12-13,21096,2357,13365,16266,42641,7143,34601,0,2249,1224,21847,3405,497
2020-12-14,37604,3633,21880,27629,69172,13382,51995,0,2979,1433,37849,4919,257
2020-12-15,37285,2424,23578,29912,65907,13235,52990,0,3590,1635,39860,5450,675
2020-12-16,35270,3802,24435,27892,55161,14216,57428,0,2731,1563,38749,4278,1820
2020-12-17,34638,3179,21774,27253,60347,14866,52012,0,2943,537,38105,5975,1221
2020-12-18,39461,3971,24948,30964,66653,13748,49861,0,3001,1444,38192,4511,300
2020-12-19,26708,1964,18347,22724,45581,9163,39658,0,2002,1614,24260,3197,1440
2020-12-20,21547,2324,15027,18033,38491,8836,29492,0,975,898,21873,2758,720
2020-12-21,38114,3574,23048,30631,61526,13520,52402,0,3168,638,40826,4620,1268
2020-12-22,40784,3908,22962,30534,69059,13370,51409,0,3130,1142,37494,4893,1096
2020-12-23,33721,3819,25685,31296,67464,12945,51247,0,3750,1602,41065,4883,1062
2020-12-24,27665,2822,17457,24475,52880,10354,41104,0,1986,1748,31591,3980,0
2020-12-25,28682,2277,20172,20396,49833,10547,43818,0,2251,249,31756,3568,1106
2020-12-26,24191,1485,13595,16838,37747,8152,32664,0,2291,890,22426,2912,0
2020-12-27,24718,2026,15109,19836,36428,8887,36071,0,2153,346,23296,2520,1051
2020-12-28,40622,3794,22371,30013,66208,15111,54952,0,3520,1594,38839,5497,908
2020-12-29,36714,3472,24506,30829,57767,14293,53363,0,3479,1638,40608,5503,1288
2020-12-30,36857,4163,25578,32089,61384,14143,47396,0,3490,1221,34875,5103,943
2020-12-31,40250,3673,23053,31061,66028,13637,55457,0,4198,1668,42081,4749,1399
2021-01-01,53827,4495,34795,45628,103384,17873,65176,0,4519,2634,52419,7230,1190
2021-01-02,40277,3558,24603,32996,57295,13071,45893,0,2503,1207,38597,4347,1048
2021-01-03,32840,3421,19913,25994,50941,11063,45542,0,3220,202,33283,4374,1018
2021-01-04,54728,5497,35612,41981,93238,16423,75669,0,4079,2844,54018,6904,2504
2021-01-05,54473,6681,30118,36052,101021,18029,72946,0,4407,2428,50432,9086,1608
2021-01-06,56344,4762,34803,41832,93474,20708,80973,0,4752,2245,54752,6089,265
2021-01-07,56518,5222,37171,39580,96084,19489,76827,0,3923,1368,56119,4977,795
2021-01-08,49631,5608,36902,43212,91128,18765,74121,0,4149,2548,48594,6572,1613
2021-01-09,32691,3794,25435,31149,64408,14212,59686,0,3584,2772,35547,3760,1745
2021-01-10,36650,2909,20781,28143,58122,9929,52951,0,2418,1069,36484,3831,235
2021-01-11,57972,4140,33303,46083,90013,19528,77525,0,5213,1931,56813,6092,2771
2021-01-12,51713,4934,33964,42935,96961,20569,72527,0,3844,1120,55717,6411,1324
2021-01-13,49390,4517,35558,48223,85662,19182,73546,0,3849,1366,52976,6297,1498
2021-01-14,55111,4032,33162,43661,98081,17540,70104,0,5890,1120,57100,7891,324
2021-01-15,57592,4745,36059,40242,94054,18948,75814,0,3485,1969,51653,7113,1990
2021-01-16,44772,3064,28887,29888,66635,15265,50620,0,3269,1115,39358,5996,557
2021-01-17,35643,3768,21462,26032,50310,12310,45954,0,4136,1429,30518,4480,227
2021-01-18,54116,5828,32412,44756,89505,18025,77390,0,4561,1260,54926,7911,990
2021-01-19,52706,4698,32468,41344,100362,21895,68586,0,5534,1772,52510,6962,2185
2021-01-20,55395,5194,36376,42883,93599,18254,71573,0,5054,1223,57754,8453,1544
2021-01-21,54591,3993,34913,43263,96144,19311,74707,0,4598,2027,56912,7588,594
2021-01-22,52622,5034,36670,42683,90605,18536,76637,0,4519,753,54104,6624,848
2021-01-23,45943,4202,24327,33347,68314,13075,53452,0,1837,1476,43351,5699,1870
2021-01-24,39677,3988,23326,28629,52300,11725,46720,0,2644,985,31916,4520,593
2021-01-25,59071,4894,34958,46544,95871,20327,74403,0,4796,2035,55915,7109,1620
2021-01-26,53245,6238,33971,43226,97352,21021,71568,0,4803,751,54331,7353,1793
2021-01-27,58439,4304,34628,46763,97256,19352,75328,0,6378,2373,58336,7876,0
2021-01-28,40535,3161,23266,28719,63973,13125,53710,0,3396,1195,40697,3955,1484
2021-01-29,40199,4203,27355,28728,66009,14203,53524,0,3573,1450,42088,4927,445
2021-01-30,30861,3645,17780,20380,50296,10358,39532,0,2926,50,28622,4064,446
2021-01-31,25726,2642,16259,19248,41057,8793,34992,0,2295,225,18561,3319,1294
2021-02-01,40702,3797,24083,32755,66033,14025,56153,0,3213,1149,38491,4491,1573
2021-02-02,40555,2661,23467,29945,73671,13771,52574,0,3220,2018,42584,3821,1105
2021-02-03,57169,3941,35063,43129,91364,19917,71476,0,4419,2291,55465,8644,1746
2021-02-04,51147,5577,37542,43786,101492,19663,82921,0,4984,2015,50954,7182,1923
2021-02-05,56600,5217,34650,45637,90654,20963,79513,0,4559,1278,57871,8520,2242
2021-02-06,39041,3120,24087,30894,72678,16593,52432,0,3813,613,42307,5912,1986
2021-02-07,31368,3462,22418,26368,63383,12543,49597,0,2201,1392,33082,3945,846
2021-02-08,61448,5599,36662,41497,94253,19960,82579,0,4803,2427,56116,5421,726
2021-02-09,61667,6235,38791,43313,90921,20255,85325,0,5796,2085,54466,7023,1067
2021-02-10,60688,5632,36503,47335,87363,19358,79558,0,4556,3141,58503,7365,1337
2021-02-11,57596,6466,37083,44943,94165,20830,82891,0,6014,1465,57242,7756,1212
2021-02-12,60828,5551,37271,43129,99915,20531,73978,0,4842,2072,53797,6549,541
2021-02-13,41094,3911,23839,35100,64883,14055,56668,0,3369,215,41188,5486,1209
2021-02-14,35991,4253,20613,26534,60994,13402,47658,0,3021,1359,33427,4749,0
2021-02-15,54047,4828,34152,48207,90493,20190,80492,0,4529,2986,61624,8217,1317
2021-02-16,58413,7706,33752,48234,96737,19215,85651,0,3364,1227,60068,7219,1363
2021-02-17,57526,5868,37667,45249,92388,20584,80347,0,5379,2552,57217,7814,1341
2021-02-18,53687,5880,36800,41796,97778,20496,75734,0,6307,2975,57884,7704,1860
2021-02-19,57365,5997,36468,50427,95835,21257,74548,0,5112,1482,60656,8172,1768
2021-02-20,41236,5458,21481,33499,65022,15467,63919,0,3822,1745,41122,4760,2472
2021-02-21,40923,4081,26315,27398,57874,12500,51515,0,2840,2331,38080,2261,422
2021-02-22,60319,4408,34849,47597,94111,19888,81683,0,5607,2136,62231,7335,1465
2021-02-23,57859,6692,40247,47084,92378,20396,78641,0,4773,2529,56629,7350,1422
2021-02-24,58618,5380,33939,48521,104287,20790,81181,0,4995,734,62874,6637,1390
2021-02-25,58107,5726,35144,44118,97328,20939,76296,0,3715,2401,62111,6374,386
2021-02-26,57473,4685,32667,46397,88407,20781,81868,0,4448,2348,58994,7112,445
2021-02-27,38743,4474,27092,30248,68475,14670,53238,0,3733,500,40733,5361,924
2021-02-28,35654,3021,20793,29900,66177,13739,48504,0,3633,557,36907,4774,0
2021-03-01,55579,5696,34509,45363,94919,19675,77311,0,5448,2397,57238,5734,1034
2021-03-02,54203,5413,34012,46109,106147,22899,67012,0,3690,1763,55730,6159,816
2021-03-03,59341,7091,37962,45200,94702,21184,78692,0,3767,2759,59627,8417,1063
2021-03-04,59069,7142,37888,45020,101510,19293,76596,0,5220,2199,55210,7398,2068
2021-03-05,52879,5684,39932,43681,104253,20649,79435,0,4292,2023,57259,7553,518
2021-03-06,41470,4121,25169,34693,73695,15534,57874,0,4100,1310,41043,4406,1530
2021-03-07,38921,3228,23171,31739,54876,12363,56924,0,1849,1438,32255,4692,391
2021-03-08,61274,6506,34435,44553,94892,19020,81779,0,4765,2554,60351,7290,966
2021-03-09,61248,5428,36212,47119,105392,19508,81992,0,4816,2368,57861,7109,1608
2021-03-10,58480,5364,35922,46899,95807,21135,82730,0,5183,1698,62338,6461,1090
2021-03-11,56007,6430,37751,45994,104673,18831,84322,0,4127,2868,57953,6932,658
2021-03-12,55389,5289,38797,42576,97880,19164,82755,0,3476,2462,57554,9157,1026
2021-03-13,43163,4078,28435,30235,72774,15418,59470,0,3621,1712,39721,5219,0
2021-03-14,37447,2344,21431,26837,55328,12597,53132,0,3388,1307,36607,5350,1067
2021-03-15,62407,6249,38890,41349,97348,19999,71572,0,5581,2358,59057,7492,0
2021-03-16,61934,7191,37038,49424,96148,20226,89627,0,4627,723,61135,7410,1915
2021-03-17,58456,6274,36570,47122,101669,19259,87730,0,5429,2181,59253,7166,1725
2021-03-18,55323,6841,35914,46273,101129,21265,82359,0,5231,3165,65167,8720,2419
2021-03-19,58047,5101,36224,41436,103053,19978,75963,0,5823,2170,60505,7969,2828
2021-03-20,43124,4317,30006,29311,70229,14446,63618,0,3489,1511,39813,4919,1591
2021-03-21,36055,2854,23696,28818,58045,13273,47929,0,1827,834,33682,4463,365
2021-03-22,57490,5587,37676,50995,101998,20602,83966,0,4863,2368,60920,8542,2825
2021-03-23,59940,6350,36921,45006,96145,20169,76824,0,4978,1887,56499,5497,463
2021-03-24,57824,5848,41877,48588,106607,18888,90868,0,5284,2945,61215,7961,0
2021-03-25,57527,4708,39843,45595,100848,21299,76357,0,3850,1422,62143,8146,2604
2021-03-26,60288,4788,36202,46852,99909,21027,82450,0,4712,1713,62272,7149,1727
2021-03-27,41649,3123,26538,36425,75431,14572,50783,0,4163,1041,40459,5695,0
2021-03-28,37597,3964,22913,28245,62685,11961,50885,0,2990,2549,39695,5196,0
2021-03-29,60351,7361,37885,45303,93660,21021,80724,0,4730,1903,60723,6797,1696
2021-03-30,56346,6836,36383,50116,96689,21515,87018,0,6288,1653,58094,8421,699
2021-03-31,58295,4376,38488,47056,107198,21147,80879,0,4203,572,59445,8003,802
2021-04-01,63293,6835,40000,49012,101525,22526,86383,0,5777,1382,60744,7585,2680
2021-04-02,55872,6474,35012,45036,92942,21598,77854,0,5633,2395,57496,7793,2809
2021-04-03,36586,2986,24902,36754,74663,14941,57919,0,3384,1826,43705,6108,1041
2021-04-04,31425,3352,22351,29554,60111,13720,49844,0,3030,800,41089,6596,703
2021-04-05,59454,6610,36704,47694,97177,20989,84118,0,4903,1611,62379,8207,1938
2021-04-06,59511,6202,41159,47049,95936,21003,83682,0,5061,3337,59884,8370,912
2021-04-07,59134,4800,39381,45647,106562,22290,85160,0,4520,3926,60374,7896,0
2021-04-08,63013,6258,39308,46826,92075,20082,83417,0,4641,2842,58196,9234,0
2021-04-09,51887,4183,37144,45867,97702,21034,85055,0,4696,3131,58326,6614,1257
2021-04-10,44065,4011,26592,35943,73959,16346,55822,0,3337,2711,38653,4235,1562
2021-04-11,41483,4463,20729,28646,70985,13361,52732,0,2853,2819,37859,4937,824
2021-04-12,56472,5828,39134,43596,104785,20686,89020,0,3384,1829,61911,8291,1881
2021-04-13,58669,5441,38636,43219,97985,19347,76004,0,5030,1426,59784,5774,1952
2021-04-14,57642,6496,40108,43148,109736,18791,84695,0,4595,3332,57502,7786,2287
2021-04-15,57281,6565,37418,48487,95638,23214,85504,0,3658,1369,60270,7653,1446
2021-04-16,58958,6823,37572,44519,103677,21437,88686,0,4727,1325,63996,8380,1510
2021-04-17,47261,4864,27566,34633,76159,14629,62601,0,3315,769,45912,5954,923
2021-04-18,42472,4439,25108,29568,59233,13471,51855,0,3983,1179,37246,3432,636
2021-04-19,59060,6399,35241,47079,106022,20209,84763,0,4605,659,66162,6974,215
2021-04-20,65544,6050,39274,48250,100139,20849,80186,0,5455,1047,68084,7193,2143
2021-04-21,60210,5920,37926,47649,106151,20245,81623,0,5961,1618,58951,8404,1051
2021-04-22,65190,5677,36066,41193,93764,19780,77908,0,4552,1217,59667,8125,1012
2021-04-23,59920,4943,34228,46621,104517,19093,89192,0,4963,2803,62417,7354,942
2021-04-24,43740,3499,27139,35078,72090,13674,61789,0,4813,1487,40893,5760,12
2021-04-25,38415,3425,26227,33107,69511,14213,48053,0,3263,1682,39957,4040,761
2021-04-26,69442,6054,41127,51258,102851,20267,84515,0,5268,2390,60824,9451,1688
2021-04-27,62787,6965,38754,44389,109269,21823,88098,0,4723,1917,61641,8306,831
2021-04-28,58342,5847,41695,46710,105687,22264,87486,0,5495,2758,58944,8475,2055
2021-04-29,63197,6641,38077,43987,102627,21323,79896,0,4987,2382,58367,8941,1069
2021-04-30,59406,6702,39908,50995,107183,21016,71168,0,3732,1843,54946,8664,252
2021-05-01,34298,3308,21719,29771,63794,12614,50342,0,2739,243,39101,4637,1570
2021-05-02,32688,3343,18526,24682,54109,10427,39370,0,1855,1344,32890,3859,785
2021-05-03,49367,4649,30124,39091,75015,18386,70234,0,4157,959,51075,7243,1580
2021-05-04,60947,6857,34246,50444,97972,23116,87000,0,4350,2323,61380,7853,1944
2021-05-05,60218,6340,40344,50086,109655,22694,87693,0,5331,2112,53756,7252,658
2021-05-06,61176,4962,36861,49989,96735,19053,90246,0,5030,1103,58269,9374,957
2021-05-07,61460,5988,36590,48426,107294,20802,88265,0,4125,2241,59728,7114,2050
2021-05-08,37824,5472,25263,33350,77638,15308,66999,0,3257,1618,40437,4298,2242
2021-05-09,39301,3503,23240,31148,60329,13654,57211,0,3539,1415,32639,5643,866
2021-05-10,57502,6213,41302,49307,93302,19524,89299,0,5814,2165,57734,7285,885
2021-05-11,56206,6289,41920,47052,100358,19518,83343,0,4377,1605,60724,8199,2507
2021-05-12,60212,5095,35119,46710,113411,22620,78414,0,4242,2479,60752,9280,887
2021-05-13,60648,6268,37508,50089,99003,20738,93454,0,6384,1582,63255,6794,1558
2021-05-14,58439,4830,36290,51310,99386,19805,83866,0,5010,1311,66616,7838,1028
2021-05-15,45919,3765,29287,32552,69497,14233,65116,0,3678,1962,45674,6826,1145
2021-05-16,33640,4465,24204,28907,70062,13621,49695,0,2594,1939,37135,5415,160
2021-05-17,59337,6161,37059,48398,102223,20506,87553,0,5174,2494,65932,7739,1067
2021-05-18,58849,5663,38362,48724,100381,21593,74025,0,6229,1924,56195,9746,890
2021-05-19,60420,6234,37377,46460,110442,20364,82150,0,5206,708,54784,7811,1796
2021-05-20,61378,5853,41190,51920,106383,19596,83423,0,5776,3111,58247,8198,1446
2021-05-21,57701,5910,39266,48631,99055,22816,85685,0,5051,699,63172,9178,1950
2021-05-22,45729,4747,28782,35541,68586,15797,64654,0,2903,1903,44299,6449,379
2021-05-23,37778,3110,18903,33559,69952,12922,47668,0,2642,2767,34484,5927,680
2021-05-24,55222,5937,38191,46710,103763,20866,86557,0,4251,2179,58793,7198,1772
2021-05-25,55050,5672,42108,47542,96103,22887,88839,0,5190,2279,57329,8860,1936
2021-05-26,60666,4711,40746,44922,94986,22008,93319,0,5898,2341,57349,8037,319
2021-05-27,60085,5216,34995,47382,98297,22578,86824,0,5154,2215,65427,7325,1557
2021-05-28,60441,7101,37792,44419,97722,20830,82211,0,4826,3726,60555,8083,764
2021-05-29,43664,4550,25447,36108,64713,15480,55467,0,3077,903,49018,5845,1600
2021-05-30,38329,2667,26905,30595,58999,13697,59411,0,3378,608,35255,6364,2134
2021-05-31,63516,4754,38838,47202,99387,20883,87045,0,4178,1848,62440,8214,0
2021-06-01,57451,5820,36909,47487,101381,21292,83823,0,4239,3295,61532,7288,872
2021-06-02,57293,7088,38375,49449,112001,20803,77489,0,5668,1669,63431,7111,1518
2021-06-03,57535,5767,33588,45170,102398,21805,80251,0,4842,2376,61643,7865,1331
2021-06-04,61524,6899,36363,48213,102912,20066,86488,0,4830,2827,63767,6853,1993
2021-06-05,47289,4522,27673,35972,77211,15996,61886,0,3510,2041,45476,5134,1016
2021-06-06,36408,4022,25314,25589,63181,13593,44348,0,3635,2002,34642,4712,455
2021-06-07,53545,4903,34835,49335,105777,21215,86554,0,5158,3072,63083,7580,618
2021-06-08,55852,6625,37677,44010,105213,21882,77817,0,4522,2293,60685,8478,501
2021-06-09,58370,5663,40211,47541,104460,21061,89461,0,4548,1756,58754,7337,814
2021-06-10,59175,6571,35751,45186,117475,20756,84923,0,4909,2181,63012,5988,939
2021-06-11,59617,5303,38810,51065,108379,21991,82268,0,5259,1840,63682,6601,1605
2021-06-12,43890,4397,27769,31826,69509,16035,64511,0,3609,3267,42549,5687,852
2021-06-13,36810,3938,26927,25933,66265,12784,53577,0,3043,915,36837,4452,372
2021-06-14,63845,5806,38000,48159,100074,20852,89433,0,5082,2418,57056,6957,628
2021-06-15,58896,6230,38113,46930,106178,21272,84499,0,5025,1026,55862,9450,844
2021-06-16,58372,5723,39985,44472,97247,20902,84746,0,4504,2173,60383,8571,941
2021-06-17,62239,5435,36031,49073,98580,23012,83075,0,5830,1879,63379,7880,812
2021-06-18,56458,7142,38045,43388,105732,21790,85271,0,4715,2555,59450,8109,1810
2021-06-19,44957,5062,26858,32145,79826,15475,67407,0,3730,1991,48123,5502,1924
2021-06-20,38049,3100,23593,28402,66998,12370,50237,0,1688,2285,37306,3938,4
2021-06-21,60480,6360,40006,49732,108293,22229,86845,0,4905,3021,60555,8735,2124
2021-06-22,65481,5369,39478,50855,105950,20863,80779,0,4285,2036,60311,8596,1825
2021-06-23,59135,5036,37119,50427,104977,20825,76074,0,4370,1420,63988,6391,1465
2021-06-24,66857,6715,38733,47594,101671,22274,85134,0,6759,1502,58398,8112,2411
2021-06-25,60295,4645,41197,42457,108157,21887,85795,0,5234,2296,60802,8199,1220
